equipment_id,equipment_name,equipment_type,plant_code,work_center,manufacturer,acquisition_date,theoretical_capacity_hour,installation_status
EQ-P05-0510,Wave Solder H,Wave Solder,P05,WC-WSL-01,Pillarhouse,2023-07-30,227,Active
EQ-P05-0511,SPI System Plus,Inspection,P05,WC-INS-01,Nordson,2019-07-06,128,Active
EQ-P05-0512,Assembly Station Pro,SMT Assembly,P05,WC-SMT-02,Yamaha,2019-06-05,184,Active
EQ-P05-0513,AOI Inspector E,Test Station,P05,WC-TST-02,National Instruments,2024-04-06,153,Active
EQ-P05-0514,Placement Machine Beta,Pick and Place,P05,WC-PPL-01,Fuji Corporation,2019-07-02,179,Active
EQ-P05-0515,Conformal Coater Max,Coating,P05,WC-COT-01,Nordson,2019-02-15,62,Active
EQ-P05-0516,SMT Line Delta,SMT Assembly,P05,WC-SMT-03,Fuji Corporation,2018-05-18,79,Active
EQ-P05-0517,Paste Printer B,Printing,P05,WC-PRT-02,DEK,2023-10-23,227,Active
EQ-P05-0518,SMT Cell Eta,SMT Assembly,P05,WC-SMT-02,Yamaha,2018-09-07,183,Active
EQ-P05-0519,X-Ray Inspector Plus,X-Ray,P05,WC-XRY-01,Dage,2018-01-19,208,Active
EQ-P05-0520,Solder Station E,Soldering,P05,WC-SOL-02,BTU International,2017-05-22,117,Active
EQ-P05-0521,P&P Unit C,Pick and Place,P05,WC-PPL-02,Juki,2025-09-02,190,Active
EQ-P05-0522,Pick and Place Alpha,Pick and Place,P05,WC-PPL-02,Assembleon,2025-12-20,221,Active
EQ-P05-0523,Solder Station Zeta,Soldering,P05,WC-SOL-02,Nordson,2017-05-16,180,Active
EQ-P05-0524,Wave Solder 3,Soldering,P05,WC-SOL-01,Pillarhouse,2023-02-25,168,Active
EQ-P05-0525,AOI Inspector 5,Test Station,P05,WC-TST-02,Keysight,2021-05-03,239,Active
EQ-P05-0526,SMT Cell C,SMT Assembly,P05,WC-SMT-01,Fuji Corporation,2022-06-05,141,Active
EQ-P05-0527,X-Ray System 6,X-Ray,P05,WC-XRY-01,Nordson,2024-01-23,79,Active
EQ-P05-0528,Reflow System I,Reflow,P05,WC-RFL-02,Vitronics Soltec,2018-11-02,92,Active
EQ-P05-0529,Assembly Station V,SMT Assembly,P05,WC-SMT-01,Panasonic,2017-02-11,195,Active
EQ-P05-0530,AOI Inspector Beta,Test Station,P05,WC-TST-02,Thermotron,2016-06-09,225,Active
EQ-P05-0531,Test Bench I,Test Station,P05,WC-TST-02,Nikon Metrology,2021-03-03,61,Active
EQ-P05-0532,Conformal Coater Pro,Coating,P05,WC-COT-01,Nordson,2020-03-31,226,Active
EQ-P05-0533,Wave Solder 7,Soldering,P05,WC-SOL-01,Ersa,2018-09-02,223,Active
EQ-P05-0534,Test Bench C,Test Station,P05,WC-TST-01,Thermotron,2020-06-11,170,Active
EQ-P05-0535,AOI Inspector H,Test Station,P05,WC-TST-02,Keysight,2022-05-27,121,Active
EQ-P05-0536,P&P Unit H,Pick and Place,P05,WC-PPL-02,Samsung,2025-03-25,167,Active
EQ-P05-0537,X-Ray System III,X-Ray,P05,WC-XRY-01,Viscom,2022-07-27,80,Maintenance
EQ-P05-0538,Assembly Station Gamma,SMT Assembly,P05,WC-SMT-02,Fuji Corporation,2019-11-12,190,Active
EQ-P05-0539,Selective Solder Ultra,Soldering,P05,WC-SOL-02,Nordson,2023-10-17,217,Active
EQ-P05-0540,Coating Station IV,Coating,P05,WC-COT-01,GPD Global,2022-05-23,193,Active
EQ-P05-0541,X-Ray System Theta,X-Ray,P05,WC-XRY-01,Viscom,2025-01-07,244,Active
EQ-P05-0542,SMT Cell 3,SMT Assembly,P05,WC-SMT-02,Yamaha,2019-12-21,183,Active
EQ-P05-0543,Wave Solder A,Soldering,P05,WC-SOL-01,BTU International,2016-11-23,233,Active
EQ-P05-0544,Stencil Printer E,Printing,P05,WC-PRT-02,DEK,2024-10-04,150,Active
EQ-P05-0545,P&P Unit Gamma,Pick and Place,P05,WC-PPL-01,Juki,2019-01-05,222,Active
EQ-P05-0546,Reflow System Alpha,Reflow,P05,WC-RFL-01,Ersa,2020-03-01,238,Active
EQ-P05-0547,Stencil Printer D,Printing,P05,WC-PRT-02,ASM,2017-12-02,82,Active
EQ-P05-0548,X-Ray System I,X-Ray,P05,WC-XRY-01,Creative Electron,2019-04-14,227,Active
EQ-P05-0549,SPI System III,Inspection,P05,WC-INS-02,Saki,2017-02-01,84,Active
EQ-P05-0550,X-Ray System Ultra,X-Ray,P05,WC-XRY-01,Creative Electron,2019-01-07,105,Active
EQ-P05-0551,X-Ray Inspector D,X-Ray,P05,WC-XRY-01,Nordson,2020-06-18,188,Active
EQ-P05-0552,Conformal Coater I,Coating,P05,WC-COT-01,Nordson,2018-07-21,241,Active
EQ-P05-0553,Wave Solder Pro,Wave Solder,P05,WC-WSL-01,Ersa,2024-12-01,56,Active
EQ-P05-0554,Assembly Station C,SMT Assembly,P05,WC-SMT-01,Fuji Corporation,2022-11-25,224,Active
EQ-P05-0555,SMT Cell Gamma,SMT Assembly,P05,WC-SMT-01,Yamaha,2022-02-02,165,Active
EQ-P05-0556,Wave Solder Plus,Wave Solder,P05,WC-WSL-01,Pillarhouse,2017-04-26,228,Active
EQ-P05-0557,Assembly Station 5,SMT Assembly,P05,WC-SMT-02,Juki,2019-12-03,63,Active
EQ-P05-0558,AOI Inspector 8,Inspection,P05,WC-INS-02,Nordson,2017-08-24,200,Active
EQ-P05-0559,X-Ray System III,X-Ray,P05,WC-XRY-01,Dage,2024-02-15,224,Active
EQ-P05-0560,ICT Tester Gamma,Test Station,P05,WC-TST-01,Thermotron,2021-04-22,121,Active
EQ-P05-0561,Test Bench 6,Test Station,P05,WC-TST-02,Koh Young,2020-11-18,231,Maintenance
EQ-P05-0562,SMT Cell Delta,SMT Assembly,P05,WC-SMT-02,Panasonic,2017-06-09,210,Active
EQ-P05-0563,AOI Inspector 5,Inspection,P05,WC-INS-02,Saki,2020-03-21,106,Maintenance
EQ-P05-0564,Wave System Max,Wave Solder,P05,WC-WSL-01,Heller Industries,2020-02-03,153,Active
EQ-P05-0565,P&P Unit 8,Pick and Place,P05,WC-PPL-02,Fuji Corporation,2022-10-27,105,Maintenance
EQ-P05-0566,X-Ray Inspector Theta,X-Ray,P05,WC-XRY-01,Creative Electron,2018-08-12,138,Active
EQ-P05-0567,X-Ray Inspector 5,X-Ray,P05,WC-XRY-01,Creative Electron,2021-11-01,79,Active
EQ-P05-0568,Wave System Plus,Wave Solder,P05,WC-WSL-01,Ersa,2017-02-09,180,Active
EQ-P05-0569,SMT Line 5,SMT Assembly,P05,WC-SMT-03,Yamaha,2020-05-08,71,Maintenance
EQ-P05-0570,Test Bench F,Test Station,P05,WC-TST-01,Thermotron,2018-08-06,211,Active
EQ-P05-0571,Paste Printer Epsilon,Printing,P05,WC-PRT-01,DEK,2017-09-26,225,Active
EQ-P05-0572,Reflow Oven Epsilon,Reflow,P05,WC-RFL-01,Vitronics Soltec,2025-07-03,95,Active
EQ-P05-0573,Wave System I,Wave Solder,P05,WC-WSL-01,Heller Industries,2021-10-05,165,Active
EQ-P05-0574,Paste Printer Theta,Printing,P05,WC-PRT-01,MPM,2020-02-12,51,Active
EQ-P05-0575,X-Ray Inspector 7,X-Ray,P05,WC-XRY-01,Nikon Metrology,2020-06-22,77,Active
EQ-P05-0576,SPI System III,Inspection,P05,WC-INS-01,Viscom,2021-11-01,151,Active
EQ-P05-0577,SMT Cell G,SMT Assembly,P05,WC-SMT-01,Juki,2024-08-01,241,Active
EQ-P05-0578,Wave System 8,Wave Solder,P05,WC-WSL-01,Ersa,2025-12-27,191,Active
EQ-P05-0579,Test Bench 10,Test Station,P05,WC-TST-01,Keysight,2020-02-02,190,Maintenance
EQ-P05-0580,AOI Inspector I,Inspection,P05,WC-INS-02,Nordson,2018-11-14,181,Active
EQ-P05-0581,Functional Tester Theta,Test Station,P05,WC-TST-02,Koh Young,2024-01-30,221,Active
EQ-P05-0582,SMT Cell Ultra,SMT Assembly,P05,WC-SMT-02,Assembleon,2025-04-17,124,Active
EQ-P05-0583,Vision Inspector Prime,Inspection,P05,WC-INS-01,Koh Young,2022-05-27,141,Active
EQ-P05-0584,Placement Machine Epsilon,Pick and Place,P05,WC-PPL-02,Yamaha,2023-12-11,131,Active
EQ-P05-0585,Coating Station 8,Coating,P05,WC-COT-01,Speedline,2017-01-20,130,Maintenance
EQ-P05-0586,Functional Tester G,Test Station,P05,WC-TST-02,Keysight,2018-02-15,239,Active
EQ-P05-0587,Vision Inspector 6,Inspection,P05,WC-INS-01,Omron,2016-04-08,172,Active
EQ-P05-0588,Coating Station D,Coating,P05,WC-COT-01,GPD Global,2018-11-15,205,Active
EQ-P05-0589,SPI System Epsilon,Inspection,P05,WC-INS-01,Nordson,2017-12-15,69,Active
EQ-P05-0590,Wave Solder Gamma,Wave Solder,P05,WC-WSL-01,Heller Industries,2019-12-05,116,Active
EQ-P05-0591,Wave System 10,Wave Solder,P05,WC-WSL-01,Seho,2023-08-11,247,Active
EQ-P05-0592,Vision Inspector Plus,Inspection,P05,WC-INS-02,Nordson,2025-02-05,151,Active
EQ-P05-0593,SMT Cell C,SMT Assembly,P05,WC-SMT-03,Panasonic,2017-08-15,181,Active
EQ-P05-0594,ICT Tester 7,Test Station,P05,WC-TST-01,Koh Young,2025-08-29,106,Active
EQ-P05-0595,P&P Unit G,Pick and Place,P05,WC-PPL-02,Yamaha,2025-08-19,221,Active
EQ-P05-0596,Conformal Coater Gamma,Coating,P05,WC-COT-01,Precision Valve,2025-08-31,216,Active
EQ-P05-0597,Wave Solder 9,Wave Solder,P05,WC-WSL-01,Ersa,2018-10-13,146,Active
EQ-P05-0598,Wave Solder G,Soldering,P05,WC-SOL-02,Nordson,2020-04-27,153,Active
EQ-P05-0599,Coating Station Plus,Coating,P05,WC-COT-01,Precision Valve,2016-03-22,85,Active
EQ-P05-0600,Pick and Place B,Pick and Place,P05,WC-PPL-02,Yamaha,2024-01-07,90,Active
EQ-P05-0601,Wave Solder Theta,Soldering,P05,WC-SOL-02,Heller Industries,2020-09-17,222,Active
EQ-P05-0602,Placement Machine I,Pick and Place,P05,WC-PPL-01,Samsung,2025-11-11,112,Active
EQ-P05-0603,X-Ray Inspector Plus,X-Ray,P05,WC-XRY-01,Creative Electron,2025-09-03,196,Active
EQ-P05-0604,ICT Tester Beta,Test Station,P05,WC-TST-01,National Instruments,2016-04-05,234,Active
EQ-P05-0605,SPI System V,Inspection,P05,WC-INS-01,Koh Young,2016-05-21,173,Active
EQ-P05-0606,Stencil Printer Plus,Printing,P05,WC-PRT-01,ASM,2023-02-23,92,Active
EQ-P05-0607,Coating Station 9,Coating,P05,WC-COT-01,Precision Valve,2021-10-16,83,Active
EQ-P05-0608,Pick and Place Eta,Pick and Place,P05,WC-PPL-02,Samsung,2024-02-15,171,Maintenance
EQ-P05-0609,X-Ray Inspector V,X-Ray,P05,WC-XRY-01,Nikon Metrology,2018-09-20,83,Maintenance
EQ-P05-0610,Wave System 8,Wave Solder,P05,WC-WSL-01,Heller Industries,2016-04-20,61,Active
EQ-P05-0611,Paste Printer 7,Printing,P05,WC-PRT-02,Ekra,2019-07-05,239,Maintenance
EQ-P05-0612,X-Ray Inspector 1,X-Ray,P05,WC-XRY-01,Nikon Metrology,2020-10-05,246,Active
EQ-P05-0613,Wave Solder E,Soldering,P05,WC-SOL-02,Pillarhouse,2026-01-19,231,Active
EQ-P05-0614,SMT Line Pro,SMT Assembly,P05,WC-SMT-03,Assembleon,2026-01-12,146,Active
EQ-P05-0615,Coating Station B,Coating,P05,WC-COT-01,Precision Valve,2021-05-02,216,Active
EQ-P05-0616,Vision Inspector 8,Inspection,P05,WC-INS-02,Viscom,2019-04-02,120,Maintenance
EQ-P05-0617,Paste Printer D,Printing,P05,WC-PRT-02,Ekra,2021-12-17,193,Active
EQ-P05-0618,Vision Inspector 10,Inspection,P05,WC-INS-02,Omron,2017-11-11,85,Active
EQ-P05-0619,Selective Solder C,Soldering,P05,WC-SOL-02,Heller Industries,2024-12-27,104,Active
EQ-P05-0620,Coating Station 9,Coating,P05,WC-COT-01,Speedline,2018-12-25,51,Active
EQ-P05-0621,Test Bench Epsilon,Test Station,P05,WC-TST-02,Nikon Metrology,2023-03-01,106,Active
EQ-P05-0622,X-Ray System Pro,X-Ray,P05,WC-XRY-01,Nikon Metrology,2022-11-25,232,Maintenance
EQ-P05-0623,Assembly Station III,SMT Assembly,P05,WC-SMT-03,Panasonic,2025-12-29,101,Active
EQ-P05-0624,Wave Solder Plus,Wave Solder,P05,WC-WSL-01,Ersa,2020-04-30,228,Active
EQ-P05-0625,Functional Tester Alpha,Test Station,P05,WC-TST-02,Keysight,2024-05-07,72,Maintenance
EQ-P06-0626,Paste Printer E,Printing,P06,WC-PRT-02,MPM,2020-04-22,53,Active
EQ-P06-0627,Selective Solder Ultra,Soldering,P06,WC-SOL-02,BTU International,2019-07-30,139,Active
EQ-P06-0628,SPI System 10,Inspection,P06,WC-INS-01,Nordson,2019-09-01,51,Active
EQ-P06-0629,Stencil Printer Plus,Printing,P06,WC-PRT-01,ASM,2022-10-24,137,Maintenance
EQ-P06-0630,Wave System 9,Wave Solder,P06,WC-WSL-01,Ersa,2019-10-19,173,Active
EQ-P06-0631,Coating Station V,Coating,P06,WC-COT-01,Precision Valve,2024-10-22,116,Active
EQ-P06-0632,P&P Unit 7,Pick and Place,P06,WC-PPL-02,Fuji Corporation,2020-04-27,187,Active
EQ-P06-0633,AOI Inspector 10,Inspection,P06,WC-INS-02,Nordson,2018-07-23,241,Active
EQ-P06-0634,Wave Solder 5,Soldering,P06,WC-SOL-01,Nordson,2022-02-23,105,Active
EQ-P06-0635,SPI System E,Inspection,P06,WC-INS-01,Nordson,2023-06-25,238,Active
EQ-P06-0636,AOI Inspector H,Inspection,P06,WC-INS-01,Nordson,2016-09-25,208,Active
EQ-P06-0637,Selective Solder Prime,Soldering,P06,WC-SOL-01,BTU International,2019-03-25,51,Active
EQ-P06-0638,Wave System 5,Wave Solder,P06,WC-WSL-01,Heller Industries,2020-08-04,197,Active
EQ-P06-0639,Reflow System G,Reflow,P06,WC-RFL-02,Heller Industries,2017-09-13,197,Active
EQ-P06-0640,Wave Solder Plus,Wave Solder,P06,WC-WSL-01,Seho,2022-03-21,150,Active
EQ-P06-0641,ICT Tester 5,Test Station,P06,WC-TST-01,Nikon Metrology,2018-05-20,52,Active
EQ-P06-0642,P&P Unit 8,Pick and Place,P06,WC-PPL-01,Assembleon,2019-03-30,116,Active
EQ-P06-0643,SPI System 6,Inspection,P06,WC-INS-02,Nordson,2022-01-04,97,Active
EQ-P06-0644,P&P Unit 10,Pick and Place,P06,WC-PPL-02,Assembleon,2022-12-23,165,Active
EQ-P06-0645,Test Bench 2,Test Station,P06,WC-TST-01,Thermotron,2017-02-04,110,Active
EQ-P06-0646,Stencil Printer V,Printing,P06,WC-PRT-01,Ekra,2017-01-28,52,Active
EQ-P06-0647,Reflow System 4,Reflow,P06,WC-RFL-02,Heller Industries,2023-04-20,193,Active
EQ-P06-0648,SMT Cell C,SMT Assembly,P06,WC-SMT-01,Juki,2025-06-10,105,Active
EQ-P06-0649,Reflow System 1,Reflow,P06,WC-RFL-02,BTU International,2022-01-24,142,Active
EQ-P06-0650,SPI System Theta,Inspection,P06,WC-INS-01,Omron,2022-03-05,223,Maintenance
EQ-P06-0651,P&P Unit 7,Pick and Place,P06,WC-PPL-01,Samsung,2022-06-20,222,Active
EQ-P06-0652,Reflow System IV,Reflow,P06,WC-RFL-02,BTU International,2019-01-11,87,Active
EQ-P06-0653,Coating Station Zeta,Coating,P06,WC-COT-01,Precision Valve,2024-04-18,137,Active
EQ-P06-0654,Conformal Coater 2,Coating,P06,WC-COT-01,GPD Global,2016-02-28,163,Active
EQ-P06-0655,Conformal Coater C,Coating,P06,WC-COT-01,Speedline,2024-01-19,55,Active
EQ-P06-0656,Pick and Place C,Pick and Place,P06,WC-PPL-01,Juki,2021-08-29,76,Active
EQ-P06-0657,Reflow Oven 10,Reflow,P06,WC-RFL-01,Rehm,2020-03-27,245,Maintenance
EQ-P06-0658,Solder Station 9,Soldering,P06,WC-SOL-01,Pillarhouse,2022-08-23,108,Active
EQ-P06-0659,AOI Inspector Pro,Inspection,P06,WC-INS-01,Saki,2016-09-16,93,Active
EQ-P06-0660,Conformal Coater Max,Coating,P06,WC-COT-01,GPD Global,2023-01-22,190,Active
EQ-P06-0661,Wave System Pro,Wave Solder,P06,WC-WSL-01,Pillarhouse,2018-12-09,213,Active
EQ-P06-0662,Coating Station III,Coating,P06,WC-COT-01,Precision Valve,2022-08-29,143,Active
EQ-P06-0663,Test Bench Pro,Test Station,P06,WC-TST-01,National Instruments,2016-12-20,244,Active
EQ-P06-0664,Coating Station Prime,Coating,P06,WC-COT-01,GPD Global,2017-08-22,172,Active
EQ-P06-0665,Stencil Printer Ultra,Printing,P06,WC-PRT-01,MPM,2021-12-03,98,Active
EQ-P06-0666,Wave Solder C,Wave Solder,P06,WC-WSL-01,Seho,2018-02-04,238,Active
EQ-P06-0667,Stencil Printer II,Printing,P06,WC-PRT-02,Ekra,2019-02-06,111,Active
EQ-P06-0668,X-Ray System I,X-Ray,P06,WC-XRY-01,Nordson,2024-01-02,67,Active
EQ-P06-0669,Vision Inspector III,Inspection,P06,WC-INS-02,Koh Young,2023-01-23,229,Active
EQ-P06-0670,Pick and Place Delta,Pick and Place,P06,WC-PPL-01,Juki,2020-02-11,55,Active
EQ-P06-0671,Solder Station III,Soldering,P06,WC-SOL-02,Pillarhouse,2017-12-16,52,Active
EQ-P06-0672,Functional Tester 6,Test Station,P06,WC-TST-02,Keysight,2021-05-26,129,Active
EQ-P06-0673,Reflow Oven 6,Reflow,P06,WC-RFL-02,Vitronics Soltec,2025-03-19,242,Maintenance
EQ-P06-0674,SMT Line Max,SMT Assembly,P06,WC-SMT-02,Yamaha,2020-11-03,96,Active
EQ-P06-0675,AOI Inspector H,Inspection,P06,WC-INS-01,Saki,2021-10-18,247,Maintenance
EQ-P06-0676,P&P Unit Eta,Pick and Place,P06,WC-PPL-01,Yamaha,2020-04-08,220,Maintenance
EQ-P06-0677,Reflow System C,Reflow,P06,WC-RFL-02,Ersa,2019-01-21,236,Active
EQ-P06-0678,Wave System V,Wave Solder,P06,WC-WSL-01,Nordson,2018-12-14,126,Active
EQ-P06-0679,SMT Line II,SMT Assembly,P06,WC-SMT-01,Panasonic,2022-06-22,53,Active
EQ-P06-0680,SPI System H,Inspection,P06,WC-INS-01,Viscom,2026-01-05,60,Active
EQ-P06-0681,Reflow System Zeta,Reflow,P06,WC-RFL-01,Rehm,2023-04-29,90,Active
EQ-P06-0682,X-Ray Inspector 7,X-Ray,P06,WC-XRY-01,Nordson,2018-11-19,89,Active
EQ-P06-0683,Solder Station 5,Soldering,P06,WC-SOL-02,Heller Industries,2019-11-07,215,Active
EQ-P06-0684,Reflow System 7,Reflow,P06,WC-RFL-01,Heller Industries,2017-12-27,84,Active
EQ-P06-0685,Assembly Station Ultra,SMT Assembly,P06,WC-SMT-03,Juki,2022-10-22,188,Active
EQ-P06-0686,Placement Machine 7,Pick and Place,P06,WC-PPL-01,Samsung,2022-06-26,237,Active
EQ-P06-0687,X-Ray Inspector Pro,X-Ray,P06,WC-XRY-01,Creative Electron,2024-05-17,165,Active
EQ-P06-0688,SPI System Alpha,Inspection,P06,WC-INS-02,Viscom,2017-05-30,213,Active
EQ-P06-0689,Functional Tester 5,Test Station,P06,WC-TST-02,Keysight,2018-01-10,66,Active
EQ-P06-0690,Wave System Ultra,Wave Solder,P06,WC-WSL-01,Seho,2024-05-20,206,Active
EQ-P06-0691,Stencil Printer Pro,Printing,P06,WC-PRT-01,MPM,2018-09-22,67,Active
EQ-P06-0692,Functional Tester Eta,Test Station,P06,WC-TST-01,Koh Young,2020-09-01,99,Active
EQ-P06-0693,X-Ray System Delta,X-Ray,P06,WC-XRY-01,Viscom,2022-01-02,106,Active
EQ-P06-0694,Selective Solder Prime,Soldering,P06,WC-SOL-01,BTU International,2016-02-19,70,Active
EQ-P06-0695,SMT Cell I,SMT Assembly,P06,WC-SMT-03,Yamaha,2016-11-22,144,Active
EQ-P06-0696,SMT Cell Gamma,SMT Assembly,P06,WC-SMT-02,Assembleon,2017-11-17,68,Active
EQ-P06-0697,Solder Station G,Soldering,P06,WC-SOL-01,Heller Industries,2020-02-25,148,Active
EQ-P06-0698,Wave System Eta,Wave Solder,P06,WC-WSL-01,Pillarhouse,2017-07-09,213,Active
EQ-P06-0699,Reflow Oven D,Reflow,P06,WC-RFL-01,Ersa,2019-12-12,152,Active
EQ-P06-0700,AOI Inspector 5,Test Station,P06,WC-TST-02,Thermotron,2019-12-11,133,Active
EQ-P06-0701,Stencil Printer Max,Printing,P06,WC-PRT-02,Speedline,2023-09-18,146,Active
EQ-P06-0702,SPI System 10,Inspection,P06,WC-INS-02,Omron,2026-02-10,235,Active
EQ-P06-0703,Vision Inspector A,Inspection,P06,WC-INS-01,Viscom,2016-02-17,127,Active
EQ-P06-0704,Pick and Place 2,Pick and Place,P06,WC-PPL-02,Fuji Corporation,2019-11-27,180,Active
EQ-P06-0705,X-Ray Inspector IV,X-Ray,P06,WC-XRY-01,Dage,2022-02-15,89,Active
EQ-P06-0706,Coating Station 1,Coating,P06,WC-COT-01,Speedline,2017-01-06,126,Active
EQ-P06-0707,Stencil Printer 5,Printing,P06,WC-PRT-01,ASM,2017-03-22,173,Active
EQ-P06-0708,X-Ray Inspector 9,X-Ray,P06,WC-XRY-01,Nikon Metrology,2025-03-26,249,Active
EQ-P06-0709,Conformal Coater Theta,Coating,P06,WC-COT-01,GPD Global,2016-05-11,247,Active
EQ-P06-0710,X-Ray Inspector 4,X-Ray,P06,WC-XRY-01,Nikon Metrology,2020-03-26,60,Active
EQ-P06-0711,X-Ray Inspector B,X-Ray,P06,WC-XRY-01,Dage,2025-07-19,222,Active
EQ-P06-0712,Stencil Printer II,Printing,P06,WC-PRT-01,Speedline,2022-11-12,150,Active
EQ-P06-0713,Coating Station Ultra,Coating,P06,WC-COT-01,Nordson,2021-08-20,117,Active
EQ-P06-0714,Wave Solder V,Wave Solder,P06,WC-WSL-01,Seho,2019-11-04,100,Active
EQ-P06-0715,X-Ray Inspector Epsilon,X-Ray,P06,WC-XRY-01,Dage,2023-02-16,248,Active
EQ-P06-0716,X-Ray System II,X-Ray,P06,WC-XRY-01,Nikon Metrology,2022-01-06,139,Active
EQ-P06-0717,Conformal Coater C,Coating,P06,WC-COT-01,Speedline,2022-03-11,207,Active
EQ-P06-0718,Reflow System Gamma,Reflow,P06,WC-RFL-01,Rehm,2016-12-08,109,Active
EQ-P06-0719,Coating Station Delta,Coating,P06,WC-COT-01,Asymtek,2023-05-22,208,Maintenance
EQ-P06-0720,Vision Inspector Theta,Inspection,P06,WC-INS-02,Koh Young,2022-09-10,165,Active
EQ-P06-0721,Coating Station Max,Coating,P06,WC-COT-01,Asymtek,2020-03-30,242,Active
EQ-P06-0722,Reflow Oven 9,Reflow,P06,WC-RFL-01,Rehm,2019-07-30,219,Active
EQ-P06-0723,SPI System E,Inspection,P06,WC-INS-01,Nordson,2017-04-06,228,Active
EQ-P06-0724,SMT Line Epsilon,SMT Assembly,P06,WC-SMT-03,Juki,2021-10-03,219,Active
EQ-P06-0725,Conformal Coater 9,Coating,P06,WC-COT-01,Nordson,2023-07-10,147,Active
EQ-P06-0726,Selective Solder Max,Soldering,P06,WC-SOL-02,Pillarhouse,2025-02-15,97,Active
EQ-P06-0727,Reflow Oven H,Reflow,P06,WC-RFL-01,Rehm,2020-03-05,128,Active
EQ-P06-0728,Paste Printer 7,Printing,P06,WC-PRT-01,Ekra,2022-02-16,210,Active
EQ-P06-0729,Wave System 9,Wave Solder,P06,WC-WSL-01,Ersa,2016-02-16,57,Maintenance
EQ-P06-0730,SPI System 10,Inspection,P06,WC-INS-01,Nordson,2018-09-30,85,Active
EQ-P06-0731,Paste Printer H,Printing,P06,WC-PRT-01,ASM,2019-09-09,89,Active
EQ-P06-0732,SPI System Max,Inspection,P06,WC-INS-02,Viscom,2024-08-20,102,Active
EQ-P06-0733,X-Ray Inspector 4,X-Ray,P06,WC-XRY-01,Creative Electron,2018-05-23,230,Active
EQ-P06-0734,Functional Tester 5,Test Station,P06,WC-TST-01,Nikon Metrology,2025-05-09,192,Active
EQ-P06-0735,Solder Station Beta,Soldering,P06,WC-SOL-02,Heller Industries,2017-07-12,131,Active
EQ-P06-0736,Paste Printer 2,Printing,P06,WC-PRT-02,Speedline,2024-05-29,249,Active
EQ-P06-0737,AOI Inspector G,Test Station,P06,WC-TST-01,Koh Young,2019-06-05,109,Active
EQ-P06-0738,SMT Cell V,SMT Assembly,P06,WC-SMT-01,Yamaha,2024-08-10,178,Active
EQ-P06-0739,Reflow System Prime,Reflow,P06,WC-RFL-01,Vitronics Soltec,2020-10-19,85,Active
EQ-P06-0740,Pick and Place 2,Pick and Place,P06,WC-PPL-02,Yamaha,2021-06-25,106,Active
EQ-P06-0741,Pick and Place III,Pick and Place,P06,WC-PPL-01,Fuji Corporation,2016-05-22,207,Active
EQ-P06-0742,Conformal Coater 10,Coating,P06,WC-COT-01,Precision Valve,2017-05-29,60,Active
EQ-P06-0743,Stencil Printer Pro,Printing,P06,WC-PRT-02,MPM,2024-11-20,165,Active
EQ-P06-0744,SMT Cell 10,SMT Assembly,P06,WC-SMT-03,Panasonic,2017-11-13,60,Active
EQ-P06-0745,Wave System III,Wave Solder,P06,WC-WSL-01,Heller Industries,2021-08-25,127,Active
EQ-P06-0746,SPI System 3,Inspection,P06,WC-INS-01,Saki,2019-03-28,63,Active
EQ-P06-0747,Test Bench Plus,Test Station,P06,WC-TST-02,Nikon Metrology,2024-11-04,96,Active
EQ-P06-0748,Wave System 5,Wave Solder,P06,WC-WSL-01,Pillarhouse,2021-01-21,56,Active
EQ-P06-0749,X-Ray Inspector 1,X-Ray,P06,WC-XRY-01,Dage,2022-06-24,227,Active
EQ-P06-0750,Test Bench III,Test Station,P06,WC-TST-01,Keysight,2019-01-01,142,Active
EQ-P07-0751,Paste Printer Ultra,Printing,P07,WC-PRT-01,ASM,2021-11-05,61,Active
EQ-P07-0752,Coating Station B,Coating,P07,WC-COT-01,Speedline,2024-02-09,246,Active
EQ-P07-0753,Paste Printer 3,Printing,P07,WC-PRT-02,MPM,2019-02-02,96,Active
EQ-P07-0754,AOI Inspector Alpha,Test Station,P07,WC-TST-01,Koh Young,2020-12-20,177,Active
EQ-P07-0755,Wave Solder F,Wave Solder,P07,WC-WSL-01,Heller Industries,2019-07-06,218,Active
EQ-P07-0756,Stencil Printer H,Printing,P07,WC-PRT-01,Speedline,2016-03-21,190,Active
EQ-P07-0757,Wave Solder B,Wave Solder,P07,WC-WSL-01,Pillarhouse,2025-06-30,217,Active
EQ-P07-0758,AOI Inspector Zeta,Test Station,P07,WC-TST-02,Keysight,2025-07-25,77,Active
EQ-P07-0759,Functional Tester IV,Test Station,P07,WC-TST-02,Koh Young,2017-09-16,198,Active
EQ-P07-0760,Assembly Station 8,SMT Assembly,P07,WC-SMT-02,Fuji Corporation,2021-11-11,67,Active
EQ-P07-0761,Wave System A,Wave Solder,P07,WC-WSL-01,Heller Industries,2024-09-29,227,Active
EQ-P07-0762,Coating Station F,Coating,P07,WC-COT-01,Speedline,2019-04-02,64,Active
EQ-P07-0763,Wave System II,Wave Solder,P07,WC-WSL-01,Heller Industries,2019-04-15,131,Active
EQ-P07-0764,X-Ray Inspector Prime,X-Ray,P07,WC-XRY-01,Creative Electron,2020-04-14,236,Active
